fecha,sku,producto,categoria,cantidad,precio,stock
2023-02-13 16:05:17,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,6,42.13,
2023-02-13 17:52:53,FAR-006,Acetilcisteína 200 mg - caja x 20 sobres,Respiratorios,5,20.56,
2023-02-13 17:52:53,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,3,19.21,
2023-02-13 17:52:53,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,3,49.49,
2023-02-13 18:08:07,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,3,15.36,
2023-02-13 18:08:07,FAR-072,Gliclazida MR 30 mg - caja x 30 tabletas,Diabetes,5,32.17,
2023-02-13 18:19:23,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,4,49.09,
2023-02-13 18:19:23,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,5,21.08,
2023-02-13 18:19:23,FAR-020,Adapaleno 0.1% - tubo x 30 g,Dermatología,8,42.11,
2023-02-13 18:19:23,FAR-024,Glibenclamida 5 mg - caja x 30 tabletas,Diabetes,5,31.52,
2023-02-14 00:28:26,FAR-062,Celecoxib 200 mg - caja x 10 cápsulas,Antiinflamatorios,4,41.0,
2023-02-14 00:28:26,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,4,33.13,
2023-02-14 06:09:32,FAR-022,Multivitamínico pediátrico - frasco x 120 mL,Cuidado infantil,5,31.65,
2023-02-14 06:09:32,FAR-036,Gliclazida MR 60 mg - caja x 30 tabletas,Diabetes,2,48.91,
2023-02-14 06:09:32,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,4,22.83,
2023-02-14 06:25:33,FAR-009,Agua oxigenada 10 vol - frasco x 120 mL,Higiene,4,5.42,
2023-02-14 06:30:35,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,5,25.74,
2023-02-14 09:14:21,FAR-005,Pantoprazol 40 mg - caja x 14 tabletas,Gastrointestinales,6,33.55,
2023-02-14 09:14:21,FAR-008,Ketoconazol 2% - tubo x 20 g,Dermatología,5,15.2,
2023-02-14 09:14:21,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,4,23.55,
2023-02-14 09:14:21,FAR-064,Amoxicilina 500 mg - caja x 21 cápsulas,Antibióticos,3,12.07,
2023-02-14 17:22:47,FAR-013,Metamizol 500 mg - caja x 20 tabletas,Analgésicos,4,19.34,
2023-02-14 17:22:47,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,5,5.08,
2023-02-14 17:22:47,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,5,5.73,
2023-02-14 17:22:47,FAR-069,Clorhexidina 2% - frasco x 120 mL,Higiene,6,24.65,
2023-02-14 23:57:48,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,3,22.51,
2023-02-14 23:57:48,FAR-011,Valsartán 80 mg - caja x 30 tabletas,Cardiovascular,7,42.15,
2023-02-14 23:57:48,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,4,18.78,
2023-02-15 00:11:21,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,3,49.44,
2023-02-15 00:11:21,FAR-050,Ibuprofeno 400 mg - caja x 20 tabletas,Antiinflamatorios,7,4.51,
2023-02-15 00:11:21,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,4,5.82,
2023-02-15 01:51:45,FAR-020,Adapaleno 0.1% - tubo x 30 g,Dermatología,3,42.14,
2023-02-15 01:51:45,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,4,12.45,
2023-02-15 01:51:45,FAR-059,Bisoprolol 5 mg - caja x 30 tabletas,Cardiovascular,4,49.34,
2023-02-15 02:22:14,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,4,10.72,
2023-02-15 02:22:14,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,4,50.09,
2023-02-15 02:22:14,FAR-040,Cefalexina 500 mg - caja x 20 cápsulas,Antibióticos,4,18.2,
2023-02-15 02:31:33,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,6,23.9,
2023-02-15 02:31:33,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,5,18.9,
2023-02-15 02:31:33,FAR-059,Bisoprolol 5 mg - caja x 30 tabletas,Cardiovascular,3,49.65,
2023-02-15 02:42:41,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,4,39.68,
2023-02-15 02:42:41,FAR-066,Ambroxol 30 mg - caja x 20 tabletas,Respiratorios,4,11.29,
2023-02-15 07:10:35,FAR-067,Multivitamínico completo - caja x 30 tabletas,Vitaminas,4,51.34,
2023-02-15 12:17:55,FAR-005,Pantoprazol 40 mg - caja x 14 tabletas,Gastrointestinales,4,33.27,
2023-02-15 12:17:55,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,4,10.58,
2023-02-15 12:17:55,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,4,22.85,
2023-02-15 14:34:14,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,4,22.73,
2023-02-15 14:34:14,FAR-006,Acetilcisteína 200 mg - caja x 20 sobres,Respiratorios,3,20.41,
2023-02-15 14:34:14,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,5,25.69,
2023-02-15 14:34:14,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,2,26.88,
2023-02-15 17:38:34,FAR-043,Ácido fólico 1 mg - caja x 30 tabletas,Vitaminas,7,16.16,
2023-02-15 21:29:13,FAR-009,Agua oxigenada 10 vol - frasco x 120 mL,Higiene,6,5.39,
2023-02-15 21:29:13,FAR-015,Levocetirizina 5 mg - caja x 10 tabletas,Antialérgicos,4,45.98,
2023-02-15 21:29:13,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,4,42.35,
2023-02-16 01:06:42,FAR-003,Desloratadina 5 mg - caja x 10 tabletas,Antialérgicos,4,45.68,
2023-02-16 01:06:42,FAR-037,Ketorolaco 10 mg - caja x 10 tabletas,Analgésicos,3,35.59,
2023-02-16 01:06:42,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,4,49.33,
2023-02-16 05:36:02,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,4,39.36,
2023-02-16 09:40:15,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,6,35.12,
2023-02-16 09:40:15,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,7,41.11,
2023-02-16 09:40:15,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,3,41.22,
2023-02-16 13:43:03,FAR-017,Trimebutina + Simeticona - caja x 20 tabletas,Gastrointestinales,6,51.37,
2023-02-16 13:43:03,FAR-044,Aciclovir 5% - tubo x 5 g,Dermatología,5,36.56,
2023-02-16 13:48:08,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,5,22.82,
2023-02-16 13:48:08,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,4,22.76,
2023-02-16 13:48:08,FAR-024,Glibenclamida 5 mg - caja x 30 tabletas,Diabetes,5,30.71,
2023-02-16 13:48:08,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,7,18.82,
2023-02-16 13:48:08,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,6,50.02,
2023-02-16 14:02:55,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,5,35.48,
2023-02-16 14:02:55,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,6,10.61,
2023-02-16 14:12:34,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,4,21.12,
2023-02-16 14:12:34,FAR-031,Vitamina D3 2000 UI - caja x 30 cápsulas,Vitaminas,3,48.17,
2023-02-16 14:12:34,FAR-032,Mupirocina 2% - tubo x 15 g,Dermatología,4,25.52,
2023-02-16 14:12:34,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,3,23.12,
2023-02-16 14:12:34,FAR-067,Multivitamínico completo - caja x 30 tabletas,Vitaminas,5,51.07,
2023-02-16 14:12:34,FAR-070,Probiótico pediátrico - caja x 10 sobres,Cuidado infantil,7,48.7,
2023-02-16 20:14:58,FAR-043,Ácido fólico 1 mg - caja x 30 tabletas,Vitaminas,3,16.21,
2023-02-16 20:14:58,FAR-066,Ambroxol 30 mg - caja x 20 tabletas,Respiratorios,5,11.47,
2023-02-16 21:11:12,FAR-024,Glibenclamida 5 mg - caja x 30 tabletas,Diabetes,3,31.18,
2023-02-16 21:11:12,FAR-029,Esomeprazol 40 mg - caja x 14 cápsulas,Gastrointestinales,5,42.38,
2023-02-16 21:11:12,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,6,39.25,
2023-02-16 21:11:12,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,6,32.27,
2023-02-17 00:49:53,FAR-020,Adapaleno 0.1% - tubo x 30 g,Dermatología,3,41.77,
2023-02-17 01:25:09,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,4,12.41,
2023-02-17 01:25:09,FAR-047,Atorvastatina 20 mg - caja x 30 tabletas,Cardiovascular,4,42.12,
2023-02-17 01:25:09,FAR-069,Clorhexidina 2% - frasco x 120 mL,Higiene,3,24.56,
2023-02-17 02:45:27,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,4,48.0,
2023-02-17 02:56:00,FAR-004,Amoxicilina + Ácido clavulánico 875/125 mg - caja x 14 tabletas,Antibióticos,4,45.35,
2023-02-17 02:56:00,FAR-017,Trimebutina + Simeticona - caja x 20 tabletas,Gastrointestinales,3,51.61,
2023-02-17 02:56:00,FAR-044,Aciclovir 5% - tubo x 5 g,Dermatología,6,36.53,
2023-02-17 04:40:27,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,5,5.77,
2023-02-17 04:40:27,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,7,32.96,
2023-02-17 05:10:43,FAR-009,Agua oxigenada 10 vol - frasco x 120 mL,Higiene,5,5.52,
2023-02-17 05:10:43,FAR-021,Povidona yodada 10% - frasco x 1 L,Higiene,4,50.19,
2023-02-17 06:14:07,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,6,48.37,
2023-02-17 06:14:07,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,3,49.28,
2023-02-17 06:50:42,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,4,23.63,
2023-02-17 08:10:00,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,4,18.88,
2023-02-17 08:10:00,FAR-067,Multivitamínico completo - caja x 30 tabletas,Vitaminas,3,51.11,
2023-02-17 10:36:02,FAR-013,Metamizol 500 mg - caja x 20 tabletas,Analgésicos,7,19.51,
2023-02-17 10:36:02,FAR-021,Povidona yodada 10% - frasco x 1 L,Higiene,4,50.61,
2023-02-17 10:36:02,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,6,48.95,
2023-02-17 10:36:02,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,5,16.99,
2023-02-17 11:28:08,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,4,49.26,
2023-02-17 13:05:13,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,5,48.6,
2023-02-17 13:05:13,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,4,5.75,
2023-02-17 13:37:20,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,5,4.94,
2023-02-17 13:37:20,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,6,18.82,
2023-02-17 15:36:36,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,4,34.89,
2023-02-17 23:12:30,FAR-006,Acetilcisteína 200 mg - caja x 20 sobres,Respiratorios,4,20.27,
2023-02-17 23:12:30,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,8,4.87,
2023-02-17 23:12:30,FAR-040,Cefalexina 500 mg - caja x 20 cápsulas,Antibióticos,5,18.54,
2023-02-18 00:20:08,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,2,34.72,
2023-02-18 00:20:08,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,6,48.65,
2023-02-18 00:20:08,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,4,27.57,
2023-02-18 01:54:37,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,3,51.17,
2023-02-18 01:54:37,FAR-067,Multivitamínico completo - caja x 30 tabletas,Vitaminas,3,52.07,
2023-02-18 01:54:37,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,4,32.52,
2023-02-18 03:09:55,FAR-003,Desloratadina 5 mg - caja x 10 tabletas,Antialérgicos,3,45.01,
2023-02-18 03:09:55,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,6,4.92,
2023-02-18 03:09:55,FAR-037,Ketorolaco 10 mg - caja x 10 tabletas,Analgésicos,4,36.22,
2023-02-18 03:09:55,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,3,18.55,
2023-02-18 03:09:55,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,6,32.46,
2023-02-18 03:59:57,FAR-062,Celecoxib 200 mg - caja x 10 cápsulas,Antiinflamatorios,6,40.44,
2023-02-18 05:32:27,FAR-008,Ketoconazol 2% - tubo x 20 g,Dermatología,3,15.11,
2023-02-18 05:32:27,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,4,19.11,
2023-02-18 07:52:22,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,6,35.42,
2023-02-18 07:52:22,FAR-006,Acetilcisteína 200 mg - caja x 20 sobres,Respiratorios,5,20.32,
2023-02-18 07:52:22,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,3,49.11,
2023-02-18 07:52:22,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,3,49.6,
2023-02-18 07:57:35,FAR-045,Solución antiséptica - frasco x 1 L,Higiene,6,46.22,
2023-02-18 08:22:20,FAR-037,Ketorolaco 10 mg - caja x 10 tabletas,Analgésicos,4,36.33,
2023-02-18 08:36:40,FAR-011,Valsartán 80 mg - caja x 30 tabletas,Cardiovascular,4,42.35,
2023-02-18 08:36:40,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,4,5.2,
2023-02-18 10:13:57,FAR-009,Agua oxigenada 10 vol - frasco x 120 mL,Higiene,4,5.4,
2023-02-18 10:13:57,FAR-022,Multivitamínico pediátrico - frasco x 120 mL,Cuidado infantil,3,32.31,
2023-02-18 10:13:57,FAR-022,Multivitamínico pediátrico - frasco x 120 mL,Cuidado infantil,8,31.8,
2023-02-18 10:13:57,FAR-027,Cetirizina 10 mg - caja x 10 tabletas,Antialérgicos,5,42.51,
2023-02-18 10:13:57,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,5,49.11,
2023-02-18 10:21:28,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,4,15.72,
2023-02-18 10:21:28,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,4,5.72,
2023-02-18 14:38:50,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,4,48.81,
2023-02-18 14:38:50,FAR-024,Glibenclamida 5 mg - caja x 30 tabletas,Diabetes,4,31.05,
2023-02-18 14:38:50,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,3,12.4,
2023-02-18 14:38:50,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,4,49.42,
2023-02-18 14:38:50,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,3,5.74,
2023-02-18 14:54:22,FAR-023,Losartán 50 mg - caja x 30 tabletas,Cardiovascular,4,23.52,
2023-02-18 14:54:22,FAR-036,Gliclazida MR 60 mg - caja x 30 tabletas,Diabetes,7,48.92,
2023-02-18 14:54:22,FAR-036,Gliclazida MR 60 mg - caja x 30 tabletas,Diabetes,5,48.27,
2023-02-18 14:54:22,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,5,17.14,
2023-02-18 15:48:15,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,4,49.04,
2023-02-18 15:48:15,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,4,10.64,
2023-02-18 15:48:15,FAR-027,Cetirizina 10 mg - caja x 10 tabletas,Antialérgicos,4,41.78,
2023-02-18 15:48:15,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,3,49.91,
2023-02-18 15:48:15,FAR-059,Bisoprolol 5 mg - caja x 30 tabletas,Cardiovascular,6,49.66,
2023-02-18 16:45:28,FAR-022,Multivitamínico pediátrico - frasco x 120 mL,Cuidado infantil,5,32.38,
2023-02-18 16:45:28,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,4,25.7,
2023-02-18 16:45:28,FAR-061,Paracetamol 1 g - caja x 20 tabletas,Analgésicos,5,31.03,
2023-02-18 17:57:11,FAR-010,Paracetamol pediátrico 120 mg/5 mL - frasco x 60 mL,Cuidado infantil,5,26.2,
2023-02-18 17:57:11,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,4,12.37,
2023-02-18 17:57:11,FAR-063,Fexofenadina 120 mg - caja x 10 tabletas,Antialérgicos,4,46.31,
2023-02-18 18:04:01,FAR-007,Ácido ascórbico 500 mg - caja x 30 tabletas,Vitaminas,8,8.05,
2023-02-18 18:04:01,FAR-015,Levocetirizina 5 mg - caja x 10 tabletas,Antialérgicos,6,45.63,
2023-02-18 18:04:01,FAR-067,Multivitamínico completo - caja x 30 tabletas,Vitaminas,4,50.62,
2023-02-18 18:21:01,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,5,22.62,
2023-02-18 18:21:01,FAR-045,Solución antiséptica - frasco x 1 L,Higiene,5,46.65,
2023-02-18 18:21:01,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,6,41.44,
2023-02-18 18:21:01,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,6,22.84,
2023-02-18 20:18:22,FAR-022,Multivitamínico pediátrico - frasco x 120 mL,Cuidado infantil,4,32.29,
2023-02-18 20:18:22,FAR-036,Gliclazida MR 60 mg - caja x 30 tabletas,Diabetes,5,47.85,
2023-02-18 20:18:22,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,6,27.23,
2023-02-18 20:18:22,FAR-061,Paracetamol 1 g - caja x 20 tabletas,Analgésicos,5,30.93,
2023-02-18 20:18:22,FAR-064,Amoxicilina 500 mg - caja x 21 cápsulas,Antibióticos,4,12.15,
2023-02-18 20:18:22,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,3,32.82,
2023-02-19 00:47:13,FAR-044,Aciclovir 5% - tubo x 5 g,Dermatología,6,36.07,
2023-02-19 00:47:13,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,6,27.45,
2023-02-19 02:00:12,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,4,4.89,
2023-02-19 02:00:12,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,3,41.56,
2023-02-19 02:00:12,FAR-069,Clorhexidina 2% - frasco x 120 mL,Higiene,7,24.95,
2023-02-19 03:32:43,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,4,51.02,
2023-02-19 03:32:43,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,5,50.43,
2023-02-19 16:10:01,FAR-010,Paracetamol pediátrico 120 mg/5 mL - frasco x 60 mL,Cuidado infantil,4,25.97,
2023-02-19 16:10:01,FAR-013,Metamizol 500 mg - caja x 20 tabletas,Analgésicos,7,19.07,
2023-02-19 16:10:01,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,4,10.58,
2023-02-19 16:10:01,FAR-037,Ketorolaco 10 mg - caja x 10 tabletas,Analgésicos,4,36.51,
2023-02-19 16:10:01,FAR-040,Cefalexina 500 mg - caja x 20 cápsulas,Antibióticos,5,18.54,
2023-02-19 18:00:02,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,4,15.39,
2023-02-19 20:27:53,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,5,26.15,
2023-02-19 20:27:53,FAR-050,Ibuprofeno 400 mg - caja x 20 tabletas,Antiinflamatorios,6,4.55,
2023-02-19 21:04:14,FAR-012,Metformina XR 1000 mg - caja x 30 tabletas,Diabetes,5,45.4,
2023-02-19 21:04:14,FAR-027,Cetirizina 10 mg - caja x 10 tabletas,Antialérgicos,4,41.85,
2023-02-19 21:04:14,FAR-031,Vitamina D3 2000 UI - caja x 30 cápsulas,Vitaminas,5,47.66,
2023-02-19 21:04:14,FAR-047,Atorvastatina 20 mg - caja x 30 tabletas,Cardiovascular,4,41.28,
2023-02-19 21:44:18,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,7,22.34,
2023-02-19 21:44:18,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,3,27.43,
2023-02-20 01:48:57,FAR-059,Bisoprolol 5 mg - caja x 30 tabletas,Cardiovascular,3,48.64,
2023-02-20 01:48:57,FAR-063,Fexofenadina 120 mg - caja x 10 tabletas,Antialérgicos,8,46.42,
2023-02-20 02:41:53,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,5,22.78,
2023-02-20 02:41:53,FAR-007,Ácido ascórbico 500 mg - caja x 30 tabletas,Vitaminas,5,8.14,
2023-02-20 02:41:53,FAR-029,Esomeprazol 40 mg - caja x 14 cápsulas,Gastrointestinales,6,41.97,
2023-02-20 02:41:53,FAR-072,Gliclazida MR 30 mg - caja x 30 tabletas,Diabetes,5,32.21,
2023-02-20 05:11:47,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,4,10.74,
2023-02-20 05:11:47,FAR-031,Vitamina D3 2000 UI - caja x 30 cápsulas,Vitaminas,4,47.23,
2023-02-20 05:11:47,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,4,26.27,
2023-02-20 08:59:14,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,3,10.73,
2023-02-20 08:59:14,FAR-037,Ketorolaco 10 mg - caja x 10 tabletas,Analgésicos,3,36.42,
2023-02-20 08:59:14,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,3,41.85,
2023-02-20 11:02:09,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,4,4.91,
2023-02-20 11:02:09,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,3,12.26,
2023-02-20 11:02:09,FAR-033,Gel antiséptico - frasco x 100 mL,Higiene,5,6.73,
2023-02-20 11:02:09,FAR-041,Loperamida 2 mg - caja x 12 tabletas,Gastrointestinales,3,20.52,
2023-02-20 11:02:09,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,3,22.67,
2023-02-20 11:19:24,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,4,35.09,
2023-02-20 11:19:24,FAR-070,Probiótico pediátrico - caja x 10 sobres,Cuidado infantil,4,48.61,
2023-02-20 11:34:37,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,6,12.25,
2023-02-20 11:34:37,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,5,25.53,
2023-02-20 11:34:37,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,3,26.1,
2023-02-20 11:34:37,FAR-072,Gliclazida MR 30 mg - caja x 30 tabletas,Diabetes,4,31.54,
2023-02-20 13:45:16,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,5,20.75,
2023-02-20 16:50:07,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,6,34.89,
2023-02-20 16:50:07,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,3,30.35,
2023-02-20 16:50:07,FAR-040,Cefalexina 500 mg - caja x 20 cápsulas,Antibióticos,4,18.69,
2023-02-20 16:50:07,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,5,5.12,
2023-02-20 19:00:22,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,5,22.24,
2023-02-20 19:00:22,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,4,48.63,
2023-02-20 19:00:22,FAR-069,Clorhexidina 2% - frasco x 120 mL,Higiene,4,25.06,
2023-02-20 20:10:42,FAR-008,Ketoconazol 2% - tubo x 20 g,Dermatología,5,15.23,
2023-02-20 20:10:42,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,4,19.07,
2023-02-20 20:10:42,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,5,49.53,
2023-02-20 22:38:48,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,5,39.95,
2023-02-20 22:38:48,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,6,17.44,
2023-02-20 22:58:41,FAR-004,Amoxicilina + Ácido clavulánico 875/125 mg - caja x 14 tabletas,Antibióticos,2,45.76,
2023-02-20 22:58:41,FAR-015,Levocetirizina 5 mg - caja x 10 tabletas,Antialérgicos,6,45.43,
2023-02-20 22:58:41,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,3,48.02,
2023-02-20 22:58:41,FAR-059,Bisoprolol 5 mg - caja x 30 tabletas,Cardiovascular,3,49.53,
2023-02-21 00:48:51,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,2,30.23,
2023-02-21 00:48:51,FAR-056,Hidrocortisona 1% - tubo x 15 g,Dermatología,5,8.41,
2023-02-21 00:48:51,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,3,15.42,
2023-02-21 01:25:21,FAR-012,Metformina XR 1000 mg - caja x 30 tabletas,Diabetes,5,45.78,
2023-02-21 01:25:21,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,6,23.49,
2023-02-21 01:25:21,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,4,39.74,
2023-02-21 01:25:21,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,5,27.15,
2023-02-21 01:27:36,FAR-012,Metformina XR 1000 mg - caja x 30 tabletas,Diabetes,4,45.6,
2023-02-21 01:27:36,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,6,4.95,
